Name,Branch,Year,CGPA, bool,div,Mob no.,Blood group,xyz,pqr
text6058,branch6058,2023-02-22 12:53:54.681225,24,True,text6058,branch6058,2023-02-22 12:53:54.681227,88,True
text6059,branch6059,2023-02-22 12:53:54.681230,73,True,text6059,branch6059,2023-02-22 12:53:54.681232,78,False
text6060,branch6060,2023-02-22 12:53:54.681234,25,False,text6060,branch6060,2023-02-22 12:53:54.681236,61,True
text6061,branch6061,2023-02-22 12:53:54.681238,70,True,text6061,branch6061,2023-02-22 12:53:54.681240,65,True
text6062,branch6062,2023-02-22 12:53:54.681243,80,True,text6062,branch6062,2023-02-22 12:53:54.681245,78,False
text6063,branch6063,2023-02-22 12:53:54.681247,52,True,text6063,branch6063,2023-02-22 12:53:54.681249,35,True
text6064,branch6064,2023-02-22 12:53:54.681251,56,True,text6064,branch6064,2023-02-22 12:53:54.681253,61,True
text6065,branch6065,2023-02-22 12:53:54.681256,34,False,text6065,branch6065,2023-02-22 12:53:54.681258,63,True
text6066,branch6066,2023-02-22 12:53:54.681260,59,False,text6066,branch6066,2023-02-22 12:53:54.681262,39,False
text6067,branch6067,2023-02-22 12:53:54.681265,38,True,text6067,branch6067,2023-02-22 12:53:54.681267,54,True
text6068,branch6068,2023-02-22 12:53:54.681272,72,False,text6068,branch6068,2023-02-22 12:53:54.681274,74,False
text6069,branch6069,2023-02-22 12:53:54.681277,19,True,text6069,branch6069,2023-02-22 12:53:54.681282,79,True
text6070,branch6070,2023-02-22 12:53:54.681287,24,True,text6070,branch6070,2023-02-22 12:53:54.681291,32,True
text6071,branch6071,2023-02-22 12:53:54.681294,90,True,text6071,branch6071,2023-02-22 12:53:54.681296,83,True
text6072,branch6072,2023-02-22 12:53:54.681298,48,False,text6072,branch6072,2023-02-22 12:53:54.681300,79,False
text6073,branch6073,2023-02-22 12:53:54.681302,22,False,text6073,branch6073,2023-02-22 12:53:54.681304,24,False
text6074,branch6074,2023-02-22 12:53:54.681307,21,True,text6074,branch6074,2023-02-22 12:53:54.681309,16,False
text6075,branch6075,2023-02-22 12:53:54.681311,65,True,text6075,branch6075,2023-02-22 12:53:54.681313,98,False
text6076,branch6076,2023-02-22 12:53:54.681315,42,True,text6076,branch6076,2023-02-22 12:53:54.681318,88,False
text6077,branch6077,2023-02-22 12:53:54.681320,33,True,text6077,branch6077,2023-02-22 12:53:54.681322,28,False
text6078,branch6078,2023-02-22 12:53:54.681324,83,True,text6078,branch6078,2023-02-22 12:53:54.681326,78,False
text6079,branch6079,2023-02-22 12:53:54.681328,56,False,text6079,branch6079,2023-02-22 12:53:54.681331,82,False
text6080,branch6080,2023-02-22 12:53:54.681333,58,False,text6080,branch6080,2023-02-22 12:53:54.681335,29,True
text6081,branch6081,2023-02-22 12:53:54.681337,57,True,text6081,branch6081,2023-02-22 12:53:54.681339,10,False
text6082,branch6082,2023-02-22 12:53:54.681345,92,False,text6082,branch6082,2023-02-22 12:53:54.681348,14,False
text6083,branch6083,2023-02-22 12:53:54.681350,91,True,text6083,branch6083,2023-02-22 12:53:54.681352,98,False
text6084,branch6084,2023-02-22 12:53:54.681355,63,True,text6084,branch6084,2023-02-22 12:53:54.681357,72,True
text6085,branch6085,2023-02-22 12:53:54.681359,69,False,text6085,branch6085,2023-02-22 12:53:54.681361,98,True
text6086,branch6086,2023-02-22 12:53:54.681364,35,True,text6086,branch6086,2023-02-22 12:53:54.681366,37,False
text6087,branch6087,2023-02-22 12:53:54.681368,31,True,text6087,branch6087,2023-02-22 12:53:54.681370,64,False
text6088,branch6088,2023-02-22 12:53:54.681372,66,False,text6088,branch6088,2023-02-22 12:53:54.681374,81,True
text6089,branch6089,2023-02-22 12:53:54.681377,100,True,text6089,branch6089,2023-02-22 12:53:54.681379,85,False
text6090,branch6090,2023-02-22 12:53:54.681381,21,False,text6090,branch6090,2023-02-22 12:53:54.681383,14,True
text6091,branch6091,2023-02-22 12:53:54.681386,34,True,text6091,branch6091,2023-02-22 12:53:54.681388,77,False
text6092,branch6092,2023-02-22 12:53:54.681390,93,False,text6092,branch6092,2023-02-22 12:53:54.681392,86,False
text6093,branch6093,2023-02-22 12:53:54.681394,32,True,text6093,branch6093,2023-02-22 12:53:54.681396,44,False
text6094,branch6094,2023-02-22 12:53:54.681399,98,False,text6094,branch6094,2023-02-22 12:53:54.681404,15,True
text6095,branch6095,2023-02-22 12:53:54.681410,90,True,text6095,branch6095,2023-02-22 12:53:54.681412,75,False
text6096,branch6096,2023-02-22 12:53:54.681414,22,True,text6096,branch6096,2023-02-22 12:53:54.681416,49,False
text6097,branch6097,2023-02-22 12:53:54.681418,92,False,text6097,branch6097,2023-02-22 12:53:54.681420,22,True
text6098,branch6098,2023-02-22 12:53:54.681423,33,True,text6098,branch6098,2023-02-22 12:53:54.681425,70,False
text6099,branch6099,2023-02-22 12:53:54.681427,87,False,text6099,branch6099,2023-02-22 12:53:54.681429,38,False
text6100,branch6100,2023-02-22 12:53:54.681431,96,True,text6100,branch6100,2023-02-22 12:53:54.681433,43,False
text6101,branch6101,2023-02-22 12:53:54.681436,32,False,text6101,branch6101,2023-02-22 12:53:54.681438,56,False
text6102,branch6102,2023-02-22 12:53:54.681440,55,True,text6102,branch6102,2023-02-22 12:53:54.681442,18,True
text6103,branch6103,2023-02-22 12:53:54.681444,13,False,text6103,branch6103,2023-02-22 12:53:54.681447,58,True
text6104,branch6104,2023-02-22 12:53:54.681449,28,False,text6104,branch6104,2023-02-22 12:53:54.681451,43,False
text6105,branch6105,2023-02-22 12:53:54.681454,20,False,text6105,branch6105,2023-02-22 12:53:54.681456,59,True
text6106,branch6106,2023-02-22 12:53:54.681458,32,True,text6106,branch6106,2023-02-22 12:53:54.681460,15,False
text6107,branch6107,2023-02-22 12:53:54.681466,31,True,text6107,branch6107,2023-02-22 12:53:54.681468,32,False
text6108,branch6108,2023-02-22 12:53:54.681470,35,False,text6108,branch6108,2023-02-22 12:53:54.681473,36,True
text6109,branch6109,2023-02-22 12:53:54.681475,24,True,text6109,branch6109,2023-02-22 12:53:54.681477,53,True
text6110,branch6110,2023-02-22 12:53:54.681482,35,True,text6110,branch6110,2023-02-22 12:53:54.681484,64,True
text6111,branch6111,2023-02-22 12:53:54.681486,27,True,text6111,branch6111,2023-02-22 12:53:54.681489,44,True
text6112,branch6112,2023-02-22 12:53:54.681491,48,True,text6112,branch6112,2023-02-22 12:53:54.681493,51,False
text6113,branch6113,2023-02-22 12:53:54.681496,96,True,text6113,branch6113,2023-02-22 12:53:54.681498,27,False
text6114,branch6114,2023-02-22 12:53:54.681500,54,True,text6114,branch6114,2023-02-22 12:53:54.681502,48,False
text6115,branch6115,2023-02-22 12:53:54.681505,81,True,text6115,branch6115,2023-02-22 12:53:54.681507,77,True
text6116,branch6116,2023-02-22 12:53:54.681509,30,False,text6116,branch6116,2023-02-22 12:53:54.681511,68,False
text6117,branch6117,2023-02-22 12:53:54.681513,98,True,text6117,branch6117,2023-02-22 12:53:54.681516,48,False
text6118,branch6118,2023-02-22 12:53:54.681518,44,False,text6118,branch6118,2023-02-22 12:53:54.681520,46,False
text6119,branch6119,2023-02-22 12:53:54.681522,62,False,text6119,branch6119,2023-02-22 12:53:54.681527,86,True
text6120,branch6120,2023-02-22 12:53:54.681534,81,False,text6120,branch6120,2023-02-22 12:53:54.681536,56,False
text6121,branch6121,2023-02-22 12:53:54.681538,86,False,text6121,branch6121,2023-02-22 12:53:54.681540,82,True
text6122,branch6122,2023-02-22 12:53:54.681544,60,True,text6122,branch6122,2023-02-22 12:53:54.681546,91,True
text6123,branch6123,2023-02-22 12:53:54.681548,48,True,text6123,branch6123,2023-02-22 12:53:54.681551,20,False
text6124,branch6124,2023-02-22 12:53:54.681553,79,False,text6124,branch6124,2023-02-22 12:53:54.681555,24,True
text6125,branch6125,2023-02-22 12:53:54.681557,16,False,text6125,branch6125,2023-02-22 12:53:54.681559,40,True
text6126,branch6126,2023-02-22 12:53:54.681561,33,True,text6126,branch6126,2023-02-22 12:53:54.681564,64,False
text6127,branch6127,2023-02-22 12:53:54.681566,18,False,text6127,branch6127,2023-02-22 12:53:54.681568,70,True
text6128,branch6128,2023-02-22 12:53:54.681571,33,True,text6128,branch6128,2023-02-22 12:53:54.681573,80,False
text6129,branch6129,2023-02-22 12:53:54.681575,71,True,text6129,branch6129,2023-02-22 12:53:54.681577,73,True
text6130,branch6130,2023-02-22 12:53:54.681580,30,False,text6130,branch6130,2023-02-22 12:53:54.681582,84,False
text6131,branch6131,2023-02-22 12:53:54.681584,59,False,text6131,branch6131,2023-02-22 12:53:54.681587,63,True
text6132,branch6132,2023-02-22 12:53:54.681589,36,False,text6132,branch6132,2023-02-22 12:53:54.681594,70,False
text6133,branch6133,2023-02-22 12:53:54.681596,23,True,text6133,branch6133,2023-02-22 12:53:54.681599,97,False
text6134,branch6134,2023-02-22 12:53:54.681601,68,False,text6134,branch6134,2023-02-22 12:53:54.681603,71,True
text6135,branch6135,2023-02-22 12:53:54.681605,81,True,text6135,branch6135,2023-02-22 12:53:54.681608,42,True
text6136,branch6136,2023-02-22 12:53:54.681610,100,True,text6136,branch6136,2023-02-22 12:53:54.681612,75,False
text6137,branch6137,2023-02-22 12:53:54.681614,29,False,text6137,branch6137,2023-02-22 12:53:54.681617,47,True
text6138,branch6138,2023-02-22 12:53:54.681619,71,True,text6138,branch6138,2023-02-22 12:53:54.681621,100,False
text6139,branch6139,2023-02-22 12:53:54.681623,53,False,text6139,branch6139,2023-02-22 12:53:54.681625,17,False
text6140,branch6140,2023-02-22 12:53:54.681628,26,False,text6140,branch6140,2023-02-22 12:53:54.681630,17,True
text6141,branch6141,2023-02-22 12:53:54.681632,15,False,text6141,branch6141,2023-02-22 12:53:54.681634,63,False
text6142,branch6142,2023-02-22 12:53:54.681636,85,True,text6142,branch6142,2023-02-22 12:53:54.681639,24,False
text6143,branch6143,2023-02-22 12:53:54.681641,99,True,text6143,branch6143,2023-02-22 12:53:54.681643,30,True
text6144,branch6144,2023-02-22 12:53:54.681645,18,False,text6144,branch6144,2023-02-22 12:53:54.681648,68,True
text6145,branch6145,2023-02-22 12:53:54.681653,56,False,text6145,branch6145,2023-02-22 12:53:54.681656,32,True
text6146,branch6146,2023-02-22 12:53:54.681659,13,True,text6146,branch6146,2023-02-22 12:53:54.681661,28,False
text6147,branch6147,2023-02-22 12:53:54.681663,79,False,text6147,branch6147,2023-02-22 12:53:54.681665,51,False
text6148,branch6148,2023-02-22 12:53:54.681668,60,False,text6148,branch6148,2023-02-22 12:53:54.681670,89,True
text6149,branch6149,2023-02-22 12:53:54.681672,100,False,text6149,branch6149,2023-02-22 12:53:54.681674,40,True
text6150,branch6150,2023-02-22 12:53:54.681677,85,False,text6150,branch6150,2023-02-22 12:53:54.681679,56,False
text6151,branch6151,2023-02-22 12:53:54.681681,21,True,text6151,branch6151,2023-02-22 12:53:54.681683,39,True
text6152,branch6152,2023-02-22 12:53:54.681689,11,True,text6152,branch6152,2023-02-22 12:53:54.681691,19,True
text6153,branch6153,2023-02-22 12:53:54.681693,13,True,text6153,branch6153,2023-02-22 12:53:54.681695,24,False
text6154,branch6154,2023-02-22 12:53:54.681698,37,False,text6154,branch6154,2023-02-22 12:53:54.681700,67,True
text6155,branch6155,2023-02-22 12:53:54.681702,57,True,text6155,branch6155,2023-02-22 12:53:54.681704,34,True
text6156,branch6156,2023-02-22 12:53:54.681707,96,True,text6156,branch6156,2023-02-22 12:53:54.681709,48,True
text6157,branch6157,2023-02-22 12:53:54.681711,79,False,text6157,branch6157,2023-02-22 12:53:54.681716,48,False
text6158,branch6158,2023-02-22 12:53:54.681719,92,False,text6158,branch6158,2023-02-22 12:53:54.681721,40,True
text6159,branch6159,2023-02-22 12:53:54.681723,97,True,text6159,branch6159,2023-02-22 12:53:54.681725,92,True
text6160,branch6160,2023-02-22 12:53:54.681728,28,False,text6160,branch6160,2023-02-22 12:53:54.681730,69,False
text6161,branch6161,2023-02-22 12:53:54.681732,56,False,text6161,branch6161,2023-02-22 12:53:54.681735,30,True
text6162,branch6162,2023-02-22 12:53:54.681737,76,False,text6162,branch6162,2023-02-22 12:53:54.681739,73,True
text6163,branch6163,2023-02-22 12:53:54.681741,84,True,text6163,branch6163,2023-02-22 12:53:54.681743,57,False
text6164,branch6164,2023-02-22 12:53:54.681746,76,False,text6164,branch6164,2023-02-22 12:53:54.681748,35,True
text6165,branch6165,2023-02-22 12:53:54.681751,14,False,text6165,branch6165,2023-02-22 12:53:54.681753,73,True
text6166,branch6166,2023-02-22 12:53:54.681755,96,True,text6166,branch6166,2023-02-22 12:53:54.681757,29,True
text6167,branch6167,2023-02-22 12:53:54.681760,60,True,text6167,branch6167,2023-02-22 12:53:54.681762,46,True
text6168,branch6168,2023-02-22 12:53:54.681764,62,False,text6168,branch6168,2023-02-22 12:53:54.681766,34,True
text6169,branch6169,2023-02-22 12:53:54.681769,55,True,text6169,branch6169,2023-02-22 12:53:54.681771,24,True
text6170,branch6170,2023-02-22 12:53:54.681779,66,True,text6170,branch6170,2023-02-22 12:53:54.681782,70,False
text6171,branch6171,2023-02-22 12:53:54.681784,78,False,text6171,branch6171,2023-02-22 12:53:54.681791,23,False
text6172,branch6172,2023-02-22 12:53:54.681794,59,True,text6172,branch6172,2023-02-22 12:53:54.681796,42,False
text6173,branch6173,2023-02-22 12:53:54.681799,46,False,text6173,branch6173,2023-02-22 12:53:54.681801,22,True
text6174,branch6174,2023-02-22 12:53:54.681803,96,True,text6174,branch6174,2023-02-22 12:53:54.681805,14,True
text6175,branch6175,2023-02-22 12:53:54.681808,34,True,text6175,branch6175,2023-02-22 12:53:54.681810,30,True
text6176,branch6176,2023-02-22 12:53:54.681812,40,True,text6176,branch6176,2023-02-22 12:53:54.681815,83,True
text6177,branch6177,2023-02-22 12:53:54.681817,63,True,text6177,branch6177,2023-02-22 12:53:54.681819,95,True
text6178,branch6178,2023-02-22 12:53:54.681821,20,False,text6178,branch6178,2023-02-22 12:53:54.681824,44,True
text6179,branch6179,2023-02-22 12:53:54.681826,77,True,text6179,branch6179,2023-02-22 12:53:54.681828,16,True
text6180,branch6180,2023-02-22 12:53:54.681830,23,True,text6180,branch6180,2023-02-22 12:53:54.681832,40,False
text6181,branch6181,2023-02-22 12:53:54.681835,52,True,text6181,branch6181,2023-02-22 12:53:54.681837,56,True
text6182,branch6182,2023-02-22 12:53:54.681839,69,False,text6182,branch6182,2023-02-22 12:53:54.681844,77,True
text6183,branch6183,2023-02-22 12:53:54.681846,44,True,text6183,branch6183,2023-02-22 12:53:54.681848,76,True
text6184,branch6184,2023-02-22 12:53:54.681851,17,False,text6184,branch6184,2023-02-22 12:53:54.681853,16,False
text6185,branch6185,2023-02-22 12:53:54.681855,53,False,text6185,branch6185,2023-02-22 12:53:54.681857,32,True
text6186,branch6186,2023-02-22 12:53:54.681859,30,False,text6186,branch6186,2023-02-22 12:53:54.681861,41,True
text6187,branch6187,2023-02-22 12:53:54.681864,22,False,text6187,branch6187,2023-02-22 12:53:54.681866,10,True
text6188,branch6188,2023-02-22 12:53:54.681868,62,False,text6188,branch6188,2023-02-22 12:53:54.681870,11,True
text6189,branch6189,2023-02-22 12:53:54.681872,83,False,text6189,branch6189,2023-02-22 12:53:54.681874,42,True
text6190,branch6190,2023-02-22 12:53:54.681877,13,True,text6190,branch6190,2023-02-22 12:53:54.681879,54,True
text6191,branch6191,2023-02-22 12:53:54.681881,59,False,text6191,branch6191,2023-02-22 12:53:54.681883,24,True
text6192,branch6192,2023-02-22 12:53:54.681885,39,True,text6192,branch6192,2023-02-22 12:53:54.681888,32,True
text6193,branch6193,2023-02-22 12:53:54.681890,60,True,text6193,branch6193,2023-02-22 12:53:54.681892,81,True
text6194,branch6194,2023-02-22 12:53:54.681897,100,False,text6194,branch6194,2023-02-22 12:53:54.681899,60,False
text6195,branch6195,2023-02-22 12:53:54.681902,53,False,text6195,branch6195,2023-02-22 12:53:54.681908,47,False
text6196,branch6196,2023-02-22 12:53:54.681911,58,False,text6196,branch6196,2023-02-22 12:53:54.681913,74,True
text6197,branch6197,2023-02-22 12:53:54.681915,61,False,text6197,branch6197,2023-02-22 12:53:54.681917,13,False
text6198,branch6198,2023-02-22 12:53:54.681919,86,False,text6198,branch6198,2023-02-22 12:53:54.681922,57,True
text6199,branch6199,2023-02-22 12:53:54.681924,28,False,text6199,branch6199,2023-02-22 12:53:54.681927,34,False
text6200,branch6200,2023-02-22 12:53:54.681929,45,True,text6200,branch6200,2023-02-22 12:53:54.681931,18,True
text6201,branch6201,2023-02-22 12:53:54.681934,31,False,text6201,branch6201,2023-02-22 12:53:54.681936,90,True
text6202,branch6202,2023-02-22 12:53:54.681938,58,True,text6202,branch6202,2023-02-22 12:53:54.681940,21,False
text6203,branch6203,2023-02-22 12:53:54.681943,17,True,text6203,branch6203,2023-02-22 12:53:54.681945,80,False
text6204,branch6204,2023-02-22 12:53:54.681947,29,False,text6204,branch6204,2023-02-22 12:53:54.681949,80,False
text6205,branch6205,2023-02-22 12:53:54.681952,95,False,text6205,branch6205,2023-02-22 12:53:54.681954,68,False
text6206,branch6206,2023-02-22 12:53:54.681956,99,False,text6206,branch6206,2023-02-22 12:53:54.681958,62,False
text6207,branch6207,2023-02-22 12:53:54.681961,15,False,text6207,branch6207,2023-02-22 12:53:54.681963,90,False
text6208,branch6208,2023-02-22 12:53:54.681968,24,True,text6208,branch6208,2023-02-22 12:53:54.681971,70,False
text6209,branch6209,2023-02-22 12:53:54.681973,96,True,text6209,branch6209,2023-02-22 12:53:54.681975,85,False
text6210,branch6210,2023-02-22 12:53:54.681978,63,False,text6210,branch6210,2023-02-22 12:53:54.681980,42,True
text6211,branch6211,2023-02-22 12:53:54.681982,38,True,text6211,branch6211,2023-02-22 12:53:54.681984,51,False
text6212,branch6212,2023-02-22 12:53:54.681987,34,True,text6212,branch6212,2023-02-22 12:53:54.681989,34,False
text6213,branch6213,2023-02-22 12:53:54.681991,94,True,text6213,branch6213,2023-02-22 12:53:54.681994,67,True
text6214,branch6214,2023-02-22 12:53:54.681996,62,False,text6214,branch6214,2023-02-22 12:53:54.681999,17,False
text6215,branch6215,2023-02-22 12:53:54.682001,29,False,text6215,branch6215,2023-02-22 12:53:54.682003,33,False
text6216,branch6216,2023-02-22 12:53:54.682006,81,True,text6216,branch6216,2023-02-22 12:53:54.682008,88,False
text6217,branch6217,2023-02-22 12:53:54.682011,69,False,text6217,branch6217,2023-02-22 12:53:54.682013,34,True
text6218,branch6218,2023-02-22 12:53:54.682015,84,False,text6218,branch6218,2023-02-22 12:53:54.682018,90,False
text6219,branch6219,2023-02-22 12:53:54.682020,97,False,text6219,branch6219,2023-02-22 12:53:54.682022,14,True
text6220,branch6220,2023-02-22 12:53:54.682036,99,False,text6220,branch6220,2023-02-22 12:53:54.682042,10,False
text6221,branch6221,2023-02-22 12:53:54.682045,90,False,text6221,branch6221,2023-02-22 12:53:54.682047,57,False
text6222,branch6222,2023-02-22 12:53:54.682049,33,False,text6222,branch6222,2023-02-22 12:53:54.682051,42,True
text6223,branch6223,2023-02-22 12:53:54.682054,53,True,text6223,branch6223,2023-02-22 12:53:54.682056,87,True
text6224,branch6224,2023-02-22 12:53:54.682058,48,True,text6224,branch6224,2023-02-22 12:53:54.682061,94,False
text6225,branch6225,2023-02-22 12:53:54.682063,94,True,text6225,branch6225,2023-02-22 12:53:54.682065,30,True
text6226,branch6226,2023-02-22 12:53:54.682068,88,True,text6226,branch6226,2023-02-22 12:53:54.682070,32,True
text6227,branch6227,2023-02-22 12:53:54.682072,49,True,text6227,branch6227,2023-02-22 12:53:54.682074,23,True
text6228,branch6228,2023-02-22 12:53:54.682077,15,False,text6228,branch6228,2023-02-22 12:53:54.682079,87,False
text6229,branch6229,2023-02-22 12:53:54.682081,36,False,text6229,branch6229,2023-02-22 12:53:54.682083,41,False
text6230,branch6230,2023-02-22 12:53:54.682085,79,True,text6230,branch6230,2023-02-22 12:53:54.682088,26,True
text6231,branch6231,2023-02-22 12:53:54.682090,57,False,text6231,branch6231,2023-02-22 12:53:54.682092,71,True
text6232,branch6232,2023-02-22 12:53:54.682094,39,False,text6232,branch6232,2023-02-22 12:53:54.682097,69,True
text6233,branch6233,2023-02-22 12:53:54.682102,23,True,text6233,branch6233,2023-02-22 12:53:54.682104,12,False
text6234,branch6234,2023-02-22 12:53:54.682106,54,True,text6234,branch6234,2023-02-22 12:53:54.682109,32,False
text6235,branch6235,2023-02-22 12:53:54.682111,20,False,text6235,branch6235,2023-02-22 12:53:54.682114,53,False
text6236,branch6236,2023-02-22 12:53:54.682119,19,False,text6236,branch6236,2023-02-22 12:53:54.682121,31,True
text6237,branch6237,2023-02-22 12:53:54.682123,38,False,text6237,branch6237,2023-02-22 12:53:54.682126,55,True
text6238,branch6238,2023-02-22 12:53:54.682128,54,False,text6238,branch6238,2023-02-22 12:53:54.682130,36,True
text6239,branch6239,2023-02-22 12:53:54.682132,70,True,text6239,branch6239,2023-02-22 12:53:54.682135,79,False
text6240,branch6240,2023-02-22 12:53:54.682137,83,True,text6240,branch6240,2023-02-22 12:53:54.682139,34,False
text6241,branch6241,2023-02-22 12:53:54.682142,100,True,text6241,branch6241,2023-02-22 12:53:54.682144,12,False
text6242,branch6242,2023-02-22 12:53:54.682146,27,False,text6242,branch6242,2023-02-22 12:53:54.682148,13,False
text6243,branch6243,2023-02-22 12:53:54.682150,89,True,text6243,branch6243,2023-02-22 12:53:54.682153,50,True
text6244,branch6244,2023-02-22 12:53:54.682155,27,True,text6244,branch6244,2023-02-22 12:53:54.682157,60,False
text6245,branch6245,2023-02-22 12:53:54.682159,17,True,text6245,branch6245,2023-02-22 12:53:54.682166,62,False
text6246,branch6246,2023-02-22 12:53:54.682169,53,False,text6246,branch6246,2023-02-22 12:53:54.682171,73,True
text6247,branch6247,2023-02-22 12:53:54.682174,31,True,text6247,branch6247,2023-02-22 12:53:54.682176,54,True
text6248,branch6248,2023-02-22 12:53:54.682178,57,True,text6248,branch6248,2023-02-22 12:53:54.682180,52,False
text6249,branch6249,2023-02-22 12:53:54.682182,35,False,text6249,branch6249,2023-02-22 12:53:54.682185,58,True
text6250,branch6250,2023-02-22 12:53:54.682187,86,True,text6250,branch6250,2023-02-22 12:53:54.682189,65,True
text6251,branch6251,2023-02-22 12:53:54.682191,60,False,text6251,branch6251,2023-02-22 12:53:54.682194,34,False
text6252,branch6252,2023-02-22 12:53:54.682196,65,True,text6252,branch6252,2023-02-22 12:53:54.682198,97,False
text6253,branch6253,2023-02-22 12:53:54.682200,43,False,text6253,branch6253,2023-02-22 12:53:54.682202,87,True
text6254,branch6254,2023-02-22 12:53:54.682205,24,False,text6254,branch6254,2023-02-22 12:53:54.682207,86,False
text6255,branch6255,2023-02-22 12:53:54.682209,57,True,text6255,branch6255,2023-02-22 12:53:54.682211,96,False
text6256,branch6256,2023-02-22 12:53:54.682213,69,False,text6256,branch6256,2023-02-22 12:53:54.682216,53,False
text6257,branch6257,2023-02-22 12:53:54.682218,35,True,text6257,branch6257,2023-02-22 12:53:54.682220,69,True
text6258,branch6258,2023-02-22 12:53:54.682222,62,True,text6258,branch6258,2023-02-22 12:53:54.682227,36,True
text6259,branch6259,2023-02-22 12:53:54.682229,58,False,text6259,branch6259,2023-02-22 12:53:54.682232,98,False
text6260,branch6260,2023-02-22 12:53:54.682234,91,True,text6260,branch6260,2023-02-22 12:53:54.682236,86,False
text6261,branch6261,2023-02-22 12:53:54.682238,18,True,text6261,branch6261,2023-02-22 12:53:54.682240,81,True
text6262,branch6262,2023-02-22 12:53:54.682243,18,False,text6262,branch6262,2023-02-22 12:53:54.682245,15,False
text6263,branch6263,2023-02-22 12:53:54.682247,52,True,text6263,branch6263,2023-02-22 12:53:54.682249,48,False
text6264,branch6264,2023-02-22 12:53:54.682251,34,True,text6264,branch6264,2023-02-22 12:53:54.682254,69,False
text6265,branch6265,2023-02-22 12:53:54.682256,19,True,text6265,branch6265,2023-02-22 12:53:54.682258,91,False
text6266,branch6266,2023-02-22 12:53:54.682260,75,False,text6266,branch6266,2023-02-22 12:53:54.682263,47,False
text6267,branch6267,2023-02-22 12:53:54.682265,91,False,text6267,branch6267,2023-02-22 12:53:54.682267,43,True
text6268,branch6268,2023-02-22 12:53:54.682269,100,True,text6268,branch6268,2023-02-22 12:53:54.682271,35,True
text6269,branch6269,2023-02-22 12:53:54.682274,47,False,text6269,branch6269,2023-02-22 12:53:54.682276,58,False
text6270,branch6270,2023-02-22 12:53:54.682281,66,False,text6270,branch6270,2023-02-22 12:53:54.682283,83,True
text6271,branch6271,2023-02-22 12:53:54.682290,48,False,text6271,branch6271,2023-02-22 12:53:54.682293,70,True
text6272,branch6272,2023-02-22 12:53:54.682295,19,True,text6272,branch6272,2023-02-22 12:53:54.682297,92,True
text6273,branch6273,2023-02-22 12:53:54.682300,91,False,text6273,branch6273,2023-02-22 12:53:54.682302,59,True
text6274,branch6274,2023-02-22 12:53:54.682304,71,False,text6274,branch6274,2023-02-22 12:53:54.682306,63,True
text6275,branch6275,2023-02-22 12:53:54.682308,97,False,text6275,branch6275,2023-02-22 12:53:54.682310,56,False
text6276,branch6276,2023-02-22 12:53:54.682313,48,False,text6276,branch6276,2023-02-22 12:53:54.682315,29,True
text6277,branch6277,2023-02-22 12:53:54.682317,95,False,text6277,branch6277,2023-02-22 12:53:54.682319,93,False
text6278,branch6278,2023-02-22 12:53:54.682325,59,False,text6278,branch6278,2023-02-22 12:53:54.682327,53,False
text6279,branch6279,2023-02-22 12:53:54.682329,61,False,text6279,branch6279,2023-02-22 12:53:54.682331,20,False
text6280,branch6280,2023-02-22 12:53:54.682334,97,True,text6280,branch6280,2023-02-22 12:53:54.682336,84,False
text6281,branch6281,2023-02-22 12:53:54.682339,31,False,text6281,branch6281,2023-02-22 12:53:54.682341,38,True
text6282,branch6282,2023-02-22 12:53:54.682343,16,False,text6282,branch6282,2023-02-22 12:53:54.682345,77,False
text6283,branch6283,2023-02-22 12:53:54.682347,32,False,text6283,branch6283,2023-02-22 12:53:54.682353,48,True
text6284,branch6284,2023-02-22 12:53:54.682355,63,False,text6284,branch6284,2023-02-22 12:53:54.682357,58,False
text6285,branch6285,2023-02-22 12:53:54.682360,29,False,text6285,branch6285,2023-02-22 12:53:54.682362,79,True
text6286,branch6286,2023-02-22 12:53:54.682364,92,False,text6286,branch6286,2023-02-22 12:53:54.682366,59,True
text6287,branch6287,2023-02-22 12:53:54.682369,63,True,text6287,branch6287,2023-02-22 12:53:54.682371,54,True
text6288,branch6288,2023-02-22 12:53:54.682373,34,False,text6288,branch6288,2023-02-22 12:53:54.682375,62,False
text6289,branch6289,2023-02-22 12:53:54.682377,52,True,text6289,branch6289,2023-02-22 12:53:54.682380,44,True
text6290,branch6290,2023-02-22 12:53:54.682382,64,False,text6290,branch6290,2023-02-22 12:53:54.682384,22,False
text6291,branch6291,2023-02-22 12:53:54.682386,100,False,text6291,branch6291,2023-02-22 12:53:54.682389,74,True
text6292,branch6292,2023-02-22 12:53:54.682391,57,False,text6292,branch6292,2023-02-22 12:53:54.682393,90,False
text6293,branch6293,2023-02-22 12:53:54.682396,57,False,text6293,branch6293,2023-02-22 12:53:54.682398,55,True
text6294,branch6294,2023-02-22 12:53:54.682400,64,True,text6294,branch6294,2023-02-22 12:53:54.682402,18,True
text6295,branch6295,2023-02-22 12:53:54.682404,47,False,text6295,branch6295,2023-02-22 12:53:54.682406,11,False
text6296,branch6296,2023-02-22 12:53:54.682411,61,False,text6296,branch6296,2023-02-22 12:53:54.682414,63,True
text6297,branch6297,2023-02-22 12:53:54.682416,14,False,text6297,branch6297,2023-02-22 12:53:54.682418,54,True
