Name,Branch,Year,CGPA, bool,div,Mob no.,Blood group,xyz,pqr
text3959,branch3959,2023-02-22 12:51:25.894884,92,False,text3959,branch3959,2023-02-22 12:51:25.894888,16,False
text3960,branch3960,2023-02-22 12:51:25.894891,93,False,text3960,branch3960,2023-02-22 12:51:25.894893,99,False
text3961,branch3961,2023-02-22 12:51:25.894895,99,False,text3961,branch3961,2023-02-22 12:51:25.894897,54,True
text3962,branch3962,2023-02-22 12:51:25.894899,42,False,text3962,branch3962,2023-02-22 12:51:25.894902,99,False
text3963,branch3963,2023-02-22 12:51:25.894904,82,False,text3963,branch3963,2023-02-22 12:51:25.894906,49,False
text3964,branch3964,2023-02-22 12:51:25.894909,52,False,text3964,branch3964,2023-02-22 12:51:25.894911,80,True
text3965,branch3965,2023-02-22 12:51:25.894913,69,True,text3965,branch3965,2023-02-22 12:51:25.894918,33,True
text3966,branch3966,2023-02-22 12:51:25.894920,56,True,text3966,branch3966,2023-02-22 12:51:25.894923,28,False
text3967,branch3967,2023-02-22 12:51:25.894925,37,True,text3967,branch3967,2023-02-22 12:51:25.894927,87,False
text3968,branch3968,2023-02-22 12:51:25.894937,37,True,text3968,branch3968,2023-02-22 12:51:25.894939,91,False
text3969,branch3969,2023-02-22 12:51:25.894941,99,False,text3969,branch3969,2023-02-22 12:51:25.894943,92,False
text3970,branch3970,2023-02-22 12:51:25.894946,16,False,text3970,branch3970,2023-02-22 12:51:25.894948,46,True
text3971,branch3971,2023-02-22 12:51:25.894950,57,True,text3971,branch3971,2023-02-22 12:51:25.894952,21,False
text3972,branch3972,2023-02-22 12:51:25.894959,83,False,text3972,branch3972,2023-02-22 12:51:25.894961,43,False
text3973,branch3973,2023-02-22 12:51:25.894964,22,False,text3973,branch3973,2023-02-22 12:51:25.894966,28,True
text3974,branch3974,2023-02-22 12:51:25.894968,71,False,text3974,branch3974,2023-02-22 12:51:25.894970,85,True
text3975,branch3975,2023-02-22 12:51:25.894973,79,True,text3975,branch3975,2023-02-22 12:51:25.894975,21,True
text3976,branch3976,2023-02-22 12:51:25.894977,19,False,text3976,branch3976,2023-02-22 12:51:25.894979,31,False
text3977,branch3977,2023-02-22 12:51:25.894981,14,True,text3977,branch3977,2023-02-22 12:51:25.894983,47,False
text3978,branch3978,2023-02-22 12:51:25.894988,14,False,text3978,branch3978,2023-02-22 12:51:25.894990,56,False
text3979,branch3979,2023-02-22 12:51:25.894992,19,False,text3979,branch3979,2023-02-22 12:51:25.894994,11,False
text3980,branch3980,2023-02-22 12:51:25.894997,95,True,text3980,branch3980,2023-02-22 12:51:25.894999,61,False
text3981,branch3981,2023-02-22 12:51:25.895001,93,False,text3981,branch3981,2023-02-22 12:51:25.895003,63,False
text3982,branch3982,2023-02-22 12:51:25.895006,98,True,text3982,branch3982,2023-02-22 12:51:25.895008,64,True
text3983,branch3983,2023-02-22 12:51:25.895010,91,True,text3983,branch3983,2023-02-22 12:51:25.895012,48,True
text3984,branch3984,2023-02-22 12:51:25.895014,100,True,text3984,branch3984,2023-02-22 12:51:25.895016,32,True
text3985,branch3985,2023-02-22 12:51:25.895019,85,False,text3985,branch3985,2023-02-22 12:51:25.895021,19,False
text3986,branch3986,2023-02-22 12:51:25.895023,26,False,text3986,branch3986,2023-02-22 12:51:25.895036,32,True
text3987,branch3987,2023-02-22 12:51:25.895039,81,True,text3987,branch3987,2023-02-22 12:51:25.895041,55,False
text3988,branch3988,2023-02-22 12:51:25.895043,39,False,text3988,branch3988,2023-02-22 12:51:25.895045,91,True
text3989,branch3989,2023-02-22 12:51:25.895047,61,True,text3989,branch3989,2023-02-22 12:51:25.895049,62,True
text3990,branch3990,2023-02-22 12:51:25.895052,65,False,text3990,branch3990,2023-02-22 12:51:25.895057,44,True
text3991,branch3991,2023-02-22 12:51:25.895059,65,False,text3991,branch3991,2023-02-22 12:51:25.895061,57,True
text3992,branch3992,2023-02-22 12:51:25.895063,43,False,text3992,branch3992,2023-02-22 12:51:25.895065,68,True
text3993,branch3993,2023-02-22 12:51:25.895068,23,True,text3993,branch3993,2023-02-22 12:51:25.895070,74,True
text3994,branch3994,2023-02-22 12:51:25.895072,61,True,text3994,branch3994,2023-02-22 12:51:25.895074,26,True
text3995,branch3995,2023-02-22 12:51:25.895077,77,True,text3995,branch3995,2023-02-22 12:51:25.895079,49,True
text3996,branch3996,2023-02-22 12:51:25.895081,53,False,text3996,branch3996,2023-02-22 12:51:25.895083,73,False
text3997,branch3997,2023-02-22 12:51:25.895085,81,True,text3997,branch3997,2023-02-22 12:51:25.895087,27,True
text3998,branch3998,2023-02-22 12:51:25.895090,84,False,text3998,branch3998,2023-02-22 12:51:25.895092,36,False
text3999,branch3999,2023-02-22 12:51:25.895094,40,False,text3999,branch3999,2023-02-22 12:51:25.895096,97,True
text4000,branch4000,2023-02-22 12:51:25.895098,16,True,text4000,branch4000,2023-02-22 12:51:25.895100,93,False
text4001,branch4001,2023-02-22 12:51:25.895102,19,False,text4001,branch4001,2023-02-22 12:51:25.895105,53,True
text4002,branch4002,2023-02-22 12:51:25.895107,12,True,text4002,branch4002,2023-02-22 12:51:25.895109,58,True
text4003,branch4003,2023-02-22 12:51:25.895111,29,False,text4003,branch4003,2023-02-22 12:51:25.895116,69,False
text4004,branch4004,2023-02-22 12:51:25.895118,98,True,text4004,branch4004,2023-02-22 12:51:25.895121,87,True
text4005,branch4005,2023-02-22 12:51:25.895123,85,True,text4005,branch4005,2023-02-22 12:51:25.895125,95,False
text4006,branch4006,2023-02-22 12:51:25.895127,37,True,text4006,branch4006,2023-02-22 12:51:25.895129,60,False
text4007,branch4007,2023-02-22 12:51:25.895132,68,False,text4007,branch4007,2023-02-22 12:51:25.895134,58,True
text4008,branch4008,2023-02-22 12:51:25.895136,73,False,text4008,branch4008,2023-02-22 12:51:25.895138,76,False
text4009,branch4009,2023-02-22 12:51:25.895140,95,False,text4009,branch4009,2023-02-22 12:51:25.895142,32,False
text4010,branch4010,2023-02-22 12:51:25.895147,38,True,text4010,branch4010,2023-02-22 12:51:25.895149,49,False
text4011,branch4011,2023-02-22 12:51:25.895151,90,True,text4011,branch4011,2023-02-22 12:51:25.895154,58,False
text4012,branch4012,2023-02-22 12:51:25.895156,95,True,text4012,branch4012,2023-02-22 12:51:25.895158,28,False
text4013,branch4013,2023-02-22 12:51:25.895160,19,True,text4013,branch4013,2023-02-22 12:51:25.895162,67,False
text4014,branch4014,2023-02-22 12:51:25.895164,70,False,text4014,branch4014,2023-02-22 12:51:25.895166,61,False
text4015,branch4015,2023-02-22 12:51:25.895169,18,False,text4015,branch4015,2023-02-22 12:51:25.895171,17,False
text4016,branch4016,2023-02-22 12:51:25.895176,57,False,text4016,branch4016,2023-02-22 12:51:25.895178,92,False
text4017,branch4017,2023-02-22 12:51:25.895181,71,True,text4017,branch4017,2023-02-22 12:51:25.895183,28,True
text4018,branch4018,2023-02-22 12:51:25.895185,70,True,text4018,branch4018,2023-02-22 12:51:25.895187,16,True
text4019,branch4019,2023-02-22 12:51:25.895189,32,True,text4019,branch4019,2023-02-22 12:51:25.895191,33,False
text4020,branch4020,2023-02-22 12:51:25.895193,75,False,text4020,branch4020,2023-02-22 12:51:25.895195,78,False
text4021,branch4021,2023-02-22 12:51:25.895198,18,False,text4021,branch4021,2023-02-22 12:51:25.895200,31,True
text4022,branch4022,2023-02-22 12:51:25.895205,54,True,text4022,branch4022,2023-02-22 12:51:25.895207,66,False
text4023,branch4023,2023-02-22 12:51:25.895209,100,True,text4023,branch4023,2023-02-22 12:51:25.895212,32,True
text4024,branch4024,2023-02-22 12:51:25.895214,24,False,text4024,branch4024,2023-02-22 12:51:25.895216,48,True
text4025,branch4025,2023-02-22 12:51:25.895218,75,True,text4025,branch4025,2023-02-22 12:51:25.895220,88,False
text4026,branch4026,2023-02-22 12:51:25.895222,54,True,text4026,branch4026,2023-02-22 12:51:25.895224,35,False
text4027,branch4027,2023-02-22 12:51:25.895227,94,True,text4027,branch4027,2023-02-22 12:51:25.895229,73,True
text4028,branch4028,2023-02-22 12:51:25.895231,96,True,text4028,branch4028,2023-02-22 12:51:25.895236,21,True
text4029,branch4029,2023-02-22 12:51:25.895238,41,False,text4029,branch4029,2023-02-22 12:51:25.895240,34,False
text4030,branch4030,2023-02-22 12:51:25.895243,19,True,text4030,branch4030,2023-02-22 12:51:25.895245,49,False
text4031,branch4031,2023-02-22 12:51:25.895247,77,True,text4031,branch4031,2023-02-22 12:51:25.895249,80,False
text4032,branch4032,2023-02-22 12:51:25.895252,30,False,text4032,branch4032,2023-02-22 12:51:25.895254,66,True
text4033,branch4033,2023-02-22 12:51:25.895256,89,True,text4033,branch4033,2023-02-22 12:51:25.895258,58,True
text4034,branch4034,2023-02-22 12:51:25.895261,61,False,text4034,branch4034,2023-02-22 12:51:25.895263,11,False
text4035,branch4035,2023-02-22 12:51:25.895265,21,False,text4035,branch4035,2023-02-22 12:51:25.895267,27,False
text4036,branch4036,2023-02-22 12:51:25.895269,77,True,text4036,branch4036,2023-02-22 12:51:25.895271,39,True
text4037,branch4037,2023-02-22 12:51:25.895273,60,False,text4037,branch4037,2023-02-22 12:51:25.895275,84,True
text4038,branch4038,2023-02-22 12:51:25.895278,56,False,text4038,branch4038,2023-02-22 12:51:25.895280,42,True
text4039,branch4039,2023-02-22 12:51:25.895282,46,False,text4039,branch4039,2023-02-22 12:51:25.895284,55,False
text4040,branch4040,2023-02-22 12:51:25.895286,55,True,text4040,branch4040,2023-02-22 12:51:25.895288,92,True
text4041,branch4041,2023-02-22 12:51:25.895293,55,True,text4041,branch4041,2023-02-22 12:51:25.895296,84,True
text4042,branch4042,2023-02-22 12:51:25.895298,64,True,text4042,branch4042,2023-02-22 12:51:25.895300,47,False
text4043,branch4043,2023-02-22 12:51:25.895302,98,True,text4043,branch4043,2023-02-22 12:51:25.895304,92,True
text4044,branch4044,2023-02-22 12:51:25.895307,76,False,text4044,branch4044,2023-02-22 12:51:25.895309,20,True
text4045,branch4045,2023-02-22 12:51:25.895311,87,True,text4045,branch4045,2023-02-22 12:51:25.895313,97,False
text4046,branch4046,2023-02-22 12:51:25.895315,95,True,text4046,branch4046,2023-02-22 12:51:25.895317,27,True
text4047,branch4047,2023-02-22 12:51:25.895320,40,True,text4047,branch4047,2023-02-22 12:51:25.895322,78,False
text4048,branch4048,2023-02-22 12:51:25.895324,92,False,text4048,branch4048,2023-02-22 12:51:25.895326,99,False
text4049,branch4049,2023-02-22 12:51:25.895330,12,True,text4049,branch4049,2023-02-22 12:51:25.895332,43,True
text4050,branch4050,2023-02-22 12:51:25.895335,11,True,text4050,branch4050,2023-02-22 12:51:25.895337,96,False
text4051,branch4051,2023-02-22 12:51:25.895339,78,False,text4051,branch4051,2023-02-22 12:51:25.895341,86,False
text4052,branch4052,2023-02-22 12:51:25.895347,65,True,text4052,branch4052,2023-02-22 12:51:25.895350,69,False
text4053,branch4053,2023-02-22 12:51:25.895352,71,True,text4053,branch4053,2023-02-22 12:51:25.895357,39,True
text4054,branch4054,2023-02-22 12:51:25.895359,85,True,text4054,branch4054,2023-02-22 12:51:25.895361,35,False
text4055,branch4055,2023-02-22 12:51:25.895363,52,False,text4055,branch4055,2023-02-22 12:51:25.895366,55,True
text4056,branch4056,2023-02-22 12:51:25.895368,70,True,text4056,branch4056,2023-02-22 12:51:25.895370,54,False
text4057,branch4057,2023-02-22 12:51:25.895372,59,True,text4057,branch4057,2023-02-22 12:51:25.895375,53,False
text4058,branch4058,2023-02-22 12:51:25.895377,23,False,text4058,branch4058,2023-02-22 12:51:25.895379,18,False
text4059,branch4059,2023-02-22 12:51:25.895381,80,True,text4059,branch4059,2023-02-22 12:51:25.895383,92,False
text4060,branch4060,2023-02-22 12:51:25.895391,19,False,text4060,branch4060,2023-02-22 12:51:25.895393,20,True
text4061,branch4061,2023-02-22 12:51:25.895395,83,False,text4061,branch4061,2023-02-22 12:51:25.895397,75,False
text4062,branch4062,2023-02-22 12:51:25.895400,73,True,text4062,branch4062,2023-02-22 12:51:25.895402,36,False
text4063,branch4063,2023-02-22 12:51:25.895404,91,False,text4063,branch4063,2023-02-22 12:51:25.895406,65,True
text4064,branch4064,2023-02-22 12:51:25.895409,78,False,text4064,branch4064,2023-02-22 12:51:25.895411,99,False
text4065,branch4065,2023-02-22 12:51:25.895414,77,False,text4065,branch4065,2023-02-22 12:51:25.895416,33,False
text4066,branch4066,2023-02-22 12:51:25.895418,76,False,text4066,branch4066,2023-02-22 12:51:25.895423,70,False
text4067,branch4067,2023-02-22 12:51:25.895425,84,True,text4067,branch4067,2023-02-22 12:51:25.895427,79,False
text4068,branch4068,2023-02-22 12:51:25.895429,80,True,text4068,branch4068,2023-02-22 12:51:25.895431,96,True
text4069,branch4069,2023-02-22 12:51:25.895433,91,False,text4069,branch4069,2023-02-22 12:51:25.895436,11,False
text4070,branch4070,2023-02-22 12:51:25.895438,13,True,text4070,branch4070,2023-02-22 12:51:25.895440,94,True
text4071,branch4071,2023-02-22 12:51:25.895442,20,False,text4071,branch4071,2023-02-22 12:51:25.895444,24,False
text4072,branch4072,2023-02-22 12:51:25.895449,66,True,text4072,branch4072,2023-02-22 12:51:25.895451,64,False
text4073,branch4073,2023-02-22 12:51:25.895454,77,True,text4073,branch4073,2023-02-22 12:51:25.895456,17,True
text4074,branch4074,2023-02-22 12:51:25.895458,96,True,text4074,branch4074,2023-02-22 12:51:25.895460,91,False
text4075,branch4075,2023-02-22 12:51:25.895462,18,False,text4075,branch4075,2023-02-22 12:51:25.895465,67,True
text4076,branch4076,2023-02-22 12:51:25.895467,84,True,text4076,branch4076,2023-02-22 12:51:25.895469,51,False
text4077,branch4077,2023-02-22 12:51:25.895471,49,True,text4077,branch4077,2023-02-22 12:51:25.895473,89,True
text4078,branch4078,2023-02-22 12:51:25.895475,82,False,text4078,branch4078,2023-02-22 12:51:25.895477,23,False
text4079,branch4079,2023-02-22 12:51:25.895482,46,False,text4079,branch4079,2023-02-22 12:51:25.895484,20,True
text4080,branch4080,2023-02-22 12:51:25.895487,97,True,text4080,branch4080,2023-02-22 12:51:25.895489,64,False
text4081,branch4081,2023-02-22 12:51:25.895491,68,True,text4081,branch4081,2023-02-22 12:51:25.895493,18,False
text4082,branch4082,2023-02-22 12:51:25.895495,44,True,text4082,branch4082,2023-02-22 12:51:25.895497,57,False
text4083,branch4083,2023-02-22 12:51:25.895499,11,True,text4083,branch4083,2023-02-22 12:51:25.895502,89,False
text4084,branch4084,2023-02-22 12:51:25.895504,25,True,text4084,branch4084,2023-02-22 12:51:25.895506,39,False
text4085,branch4085,2023-02-22 12:51:25.895508,10,True,text4085,branch4085,2023-02-22 12:51:25.895510,92,False
text4086,branch4086,2023-02-22 12:51:25.895513,92,True,text4086,branch4086,2023-02-22 12:51:25.895515,94,False
text4087,branch4087,2023-02-22 12:51:25.895517,42,True,text4087,branch4087,2023-02-22 12:51:25.895519,100,True
text4088,branch4088,2023-02-22 12:51:25.895521,53,True,text4088,branch4088,2023-02-22 12:51:25.895523,83,False
text4089,branch4089,2023-02-22 12:51:25.895525,46,False,text4089,branch4089,2023-02-22 12:51:25.895528,13,True
text4090,branch4090,2023-02-22 12:51:25.895530,65,True,text4090,branch4090,2023-02-22 12:51:25.895532,80,True
text4091,branch4091,2023-02-22 12:51:25.895534,27,True,text4091,branch4091,2023-02-22 12:51:25.895539,49,False
text4092,branch4092,2023-02-22 12:51:25.895541,21,True,text4092,branch4092,2023-02-22 12:51:25.895543,95,True
text4093,branch4093,2023-02-22 12:51:25.895545,89,False,text4093,branch4093,2023-02-22 12:51:25.895547,55,True
text4094,branch4094,2023-02-22 12:51:25.895554,35,True,text4094,branch4094,2023-02-22 12:51:25.895556,11,False
text4095,branch4095,2023-02-22 12:51:25.895558,35,True,text4095,branch4095,2023-02-22 12:51:25.895560,91,False
text4096,branch4096,2023-02-22 12:51:25.895563,74,False,text4096,branch4096,2023-02-22 12:51:25.895565,63,False
text4097,branch4097,2023-02-22 12:51:25.895567,85,True,text4097,branch4097,2023-02-22 12:51:25.895569,17,True
text4098,branch4098,2023-02-22 12:51:25.895571,76,False,text4098,branch4098,2023-02-22 12:51:25.895573,34,False
text4099,branch4099,2023-02-22 12:51:25.895575,73,False,text4099,branch4099,2023-02-22 12:51:25.895578,62,False
text4100,branch4100,2023-02-22 12:51:25.895580,52,False,text4100,branch4100,2023-02-22 12:51:25.895582,75,False
text4101,branch4101,2023-02-22 12:51:25.895584,98,False,text4101,branch4101,2023-02-22 12:51:25.895586,36,False
text4102,branch4102,2023-02-22 12:51:25.895588,35,True,text4102,branch4102,2023-02-22 12:51:25.895590,98,True
text4103,branch4103,2023-02-22 12:51:25.895593,90,False,text4103,branch4103,2023-02-22 12:51:25.895595,51,False
text4104,branch4104,2023-02-22 12:51:25.895600,34,False,text4104,branch4104,2023-02-22 12:51:25.895603,54,True
text4105,branch4105,2023-02-22 12:51:25.895606,41,False,text4105,branch4105,2023-02-22 12:51:25.895608,79,False
text4106,branch4106,2023-02-22 12:51:25.895610,72,False,text4106,branch4106,2023-02-22 12:51:25.895613,47,False
text4107,branch4107,2023-02-22 12:51:25.895615,72,False,text4107,branch4107,2023-02-22 12:51:25.895617,63,True
text4108,branch4108,2023-02-22 12:51:25.895619,79,False,text4108,branch4108,2023-02-22 12:51:25.895621,68,False
text4109,branch4109,2023-02-22 12:51:25.895623,76,True,text4109,branch4109,2023-02-22 12:51:25.895625,44,False
text4110,branch4110,2023-02-22 12:51:25.895628,42,True,text4110,branch4110,2023-02-22 12:51:25.895630,91,True
text4111,branch4111,2023-02-22 12:51:25.895632,26,True,text4111,branch4111,2023-02-22 12:51:25.895634,93,False
text4112,branch4112,2023-02-22 12:51:25.895637,17,True,text4112,branch4112,2023-02-22 12:51:25.895639,90,False
text4113,branch4113,2023-02-22 12:51:25.895641,27,True,text4113,branch4113,2023-02-22 12:51:25.895643,41,False
text4114,branch4114,2023-02-22 12:51:25.895645,43,False,text4114,branch4114,2023-02-22 12:51:25.895647,84,True
text4115,branch4115,2023-02-22 12:51:25.895649,55,False,text4115,branch4115,2023-02-22 12:51:25.895651,47,False
text4116,branch4116,2023-02-22 12:51:25.895654,76,True,text4116,branch4116,2023-02-22 12:51:25.895658,52,True
text4117,branch4117,2023-02-22 12:51:25.895661,44,False,text4117,branch4117,2023-02-22 12:51:25.895663,34,False
text4118,branch4118,2023-02-22 12:51:25.895665,73,True,text4118,branch4118,2023-02-22 12:51:25.895667,44,True
text4119,branch4119,2023-02-22 12:51:25.895670,54,False,text4119,branch4119,2023-02-22 12:51:25.895672,36,False
text4120,branch4120,2023-02-22 12:51:25.895674,53,True,text4120,branch4120,2023-02-22 12:51:25.895676,14,False
text4121,branch4121,2023-02-22 12:51:25.895678,32,False,text4121,branch4121,2023-02-22 12:51:25.895680,67,True
text4122,branch4122,2023-02-22 12:51:25.895685,14,True,text4122,branch4122,2023-02-22 12:51:25.895688,61,True
text4123,branch4123,2023-02-22 12:51:25.895690,36,True,text4123,branch4123,2023-02-22 12:51:25.895692,28,False
text4124,branch4124,2023-02-22 12:51:25.895695,75,False,text4124,branch4124,2023-02-22 12:51:25.895697,97,True
text4125,branch4125,2023-02-22 12:51:25.895702,100,True,text4125,branch4125,2023-02-22 12:51:25.895704,59,True
text4126,branch4126,2023-02-22 12:51:25.895706,50,False,text4126,branch4126,2023-02-22 12:51:25.895709,35,True
text4127,branch4127,2023-02-22 12:51:25.895711,63,False,text4127,branch4127,2023-02-22 12:51:25.895713,70,False
text4128,branch4128,2023-02-22 12:51:25.895715,94,True,text4128,branch4128,2023-02-22 12:51:25.895717,71,False
text4129,branch4129,2023-02-22 12:51:25.895720,38,True,text4129,branch4129,2023-02-22 12:51:25.895725,57,False
text4130,branch4130,2023-02-22 12:51:25.895727,72,False,text4130,branch4130,2023-02-22 12:51:25.895729,68,True
text4131,branch4131,2023-02-22 12:51:25.895731,90,False,text4131,branch4131,2023-02-22 12:51:25.895733,48,False
text4132,branch4132,2023-02-22 12:51:25.895736,64,False,text4132,branch4132,2023-02-22 12:51:25.895738,75,True
text4133,branch4133,2023-02-22 12:51:25.895740,19,False,text4133,branch4133,2023-02-22 12:51:25.895742,53,True
text4134,branch4134,2023-02-22 12:51:25.895744,34,False,text4134,branch4134,2023-02-22 12:51:25.895746,99,True
text4135,branch4135,2023-02-22 12:51:25.895748,100,True,text4135,branch4135,2023-02-22 12:51:25.895750,43,True
text4136,branch4136,2023-02-22 12:51:25.895755,82,False,text4136,branch4136,2023-02-22 12:51:25.895757,32,False
text4137,branch4137,2023-02-22 12:51:25.895760,47,True,text4137,branch4137,2023-02-22 12:51:25.895762,90,True
text4138,branch4138,2023-02-22 12:51:25.895764,97,False,text4138,branch4138,2023-02-22 12:51:25.895766,38,False
text4139,branch4139,2023-02-22 12:51:25.895768,63,False,text4139,branch4139,2023-02-22 12:51:25.895770,66,False
text4140,branch4140,2023-02-22 12:51:25.895772,56,False,text4140,branch4140,2023-02-22 12:51:25.895775,27,True
text4141,branch4141,2023-02-22 12:51:25.895777,84,False,text4141,branch4141,2023-02-22 12:51:25.895779,31,True
text4142,branch4142,2023-02-22 12:51:25.895785,91,True,text4142,branch4142,2023-02-22 12:51:25.895787,20,False
text4143,branch4143,2023-02-22 12:51:25.895789,30,False,text4143,branch4143,2023-02-22 12:51:25.895791,32,False
text4144,branch4144,2023-02-22 12:51:25.895794,43,True,text4144,branch4144,2023-02-22 12:51:25.895796,26,True
text4145,branch4145,2023-02-22 12:51:25.895798,43,False,text4145,branch4145,2023-02-22 12:51:25.895800,37,True
text4146,branch4146,2023-02-22 12:51:25.895802,95,True,text4146,branch4146,2023-02-22 12:51:25.895804,60,False
text4147,branch4147,2023-02-22 12:51:25.895806,51,False,text4147,branch4147,2023-02-22 12:51:25.895808,66,False
text4148,branch4148,2023-02-22 12:51:25.895811,78,True,text4148,branch4148,2023-02-22 12:51:25.895813,78,False
text4149,branch4149,2023-02-22 12:51:25.895815,88,True,text4149,branch4149,2023-02-22 12:51:25.895817,14,False
text4150,branch4150,2023-02-22 12:51:25.895820,72,True,text4150,branch4150,2023-02-22 12:51:25.895822,50,False
text4151,branch4151,2023-02-22 12:51:25.895824,51,False,text4151,branch4151,2023-02-22 12:51:25.895826,32,False
text4152,branch4152,2023-02-22 12:51:25.895828,17,True,text4152,branch4152,2023-02-22 12:51:25.895830,76,True
text4153,branch4153,2023-02-22 12:51:25.895833,27,True,text4153,branch4153,2023-02-22 12:51:25.895835,20,True
text4154,branch4154,2023-02-22 12:51:25.895837,77,True,text4154,branch4154,2023-02-22 12:51:25.895842,97,False
text4155,branch4155,2023-02-22 12:51:25.895844,46,False,text4155,branch4155,2023-02-22 12:51:25.895846,44,False
text4156,branch4156,2023-02-22 12:51:25.895849,21,True,text4156,branch4156,2023-02-22 12:51:25.895851,55,False
text4157,branch4157,2023-02-22 12:51:25.895853,57,True,text4157,branch4157,2023-02-22 12:51:25.895855,21,True
text4158,branch4158,2023-02-22 12:51:25.895857,97,True,text4158,branch4158,2023-02-22 12:51:25.895859,91,True
text4159,branch4159,2023-02-22 12:51:25.895862,27,False,text4159,branch4159,2023-02-22 12:51:25.895864,25,True
text4160,branch4160,2023-02-22 12:51:25.895866,52,False,text4160,branch4160,2023-02-22 12:51:25.895868,38,True
text4161,branch4161,2023-02-22 12:51:25.895870,90,True,text4161,branch4161,2023-02-22 12:51:25.895872,13,False
text4162,branch4162,2023-02-22 12:51:25.895875,63,True,text4162,branch4162,2023-02-22 12:51:25.895877,63,False
text4163,branch4163,2023-02-22 12:51:25.895879,72,False,text4163,branch4163,2023-02-22 12:51:25.895881,97,True
text4164,branch4164,2023-02-22 12:51:25.895883,14,True,text4164,branch4164,2023-02-22 12:51:25.895886,74,True
text4165,branch4165,2023-02-22 12:51:25.895890,17,False,text4165,branch4165,2023-02-22 12:51:25.895892,88,True
text4166,branch4166,2023-02-22 12:51:25.895894,63,True,text4166,branch4166,2023-02-22 12:51:25.895896,96,True
text4167,branch4167,2023-02-22 12:51:25.895902,19,True,text4167,branch4167,2023-02-22 12:51:25.895905,70,False
text4168,branch4168,2023-02-22 12:51:25.895907,75,True,text4168,branch4168,2023-02-22 12:51:25.895910,66,True
text4169,branch4169,2023-02-22 12:51:25.895912,39,True,text4169,branch4169,2023-02-22 12:51:25.895914,21,False
text4170,branch4170,2023-02-22 12:51:25.895916,31,True,text4170,branch4170,2023-02-22 12:51:25.895918,50,True
text4171,branch4171,2023-02-22 12:51:25.895920,32,True,text4171,branch4171,2023-02-22 12:51:25.895922,64,True
text4172,branch4172,2023-02-22 12:51:25.895928,71,True,text4172,branch4172,2023-02-22 12:51:25.895930,80,False
text4173,branch4173,2023-02-22 12:51:25.895932,97,True,text4173,branch4173,2023-02-22 12:51:25.895935,47,True
text4174,branch4174,2023-02-22 12:51:25.895937,71,False,text4174,branch4174,2023-02-22 12:51:25.895939,28,False
text4175,branch4175,2023-02-22 12:51:25.895941,30,False,text4175,branch4175,2023-02-22 12:51:25.895943,36,False
text4176,branch4176,2023-02-22 12:51:25.895946,89,True,text4176,branch4176,2023-02-22 12:51:25.895948,22,False
text4177,branch4177,2023-02-22 12:51:25.895950,14,False,text4177,branch4177,2023-02-22 12:51:25.895952,13,False
text4178,branch4178,2023-02-22 12:51:25.895958,76,True,text4178,branch4178,2023-02-22 12:51:25.895960,37,False
text4179,branch4179,2023-02-22 12:51:25.895962,36,False,text4179,branch4179,2023-02-22 12:51:25.895966,64,False
text4180,branch4180,2023-02-22 12:51:25.895969,31,False,text4180,branch4180,2023-02-22 12:51:25.895971,61,True
text4181,branch4181,2023-02-22 12:51:25.895973,73,True,text4181,branch4181,2023-02-22 12:51:25.895975,45,False
text4182,branch4182,2023-02-22 12:51:25.895978,60,False,text4182,branch4182,2023-02-22 12:51:25.895980,27,True
text4183,branch4183,2023-02-22 12:51:25.895982,86,True,text4183,branch4183,2023-02-22 12:51:25.895984,96,False
text4184,branch4184,2023-02-22 12:51:25.895987,49,False,text4184,branch4184,2023-02-22 12:51:25.895989,62,False
text4185,branch4185,2023-02-22 12:51:25.895991,31,True,text4185,branch4185,2023-02-22 12:51:25.895993,33,False
text4186,branch4186,2023-02-22 12:51:25.895995,23,True,text4186,branch4186,2023-02-22 12:51:25.895997,48,True
text4187,branch4187,2023-02-22 12:51:25.896000,90,False,text4187,branch4187,2023-02-22 12:51:25.896002,56,True
text4188,branch4188,2023-02-22 12:51:25.896004,53,False,text4188,branch4188,2023-02-22 12:51:25.896006,79,False
text4189,branch4189,2023-02-22 12:51:25.896008,39,True,text4189,branch4189,2023-02-22 12:51:25.896010,82,True
text4190,branch4190,2023-02-22 12:51:25.896012,65,False,text4190,branch4190,2023-02-22 12:51:25.896014,40,True
text4191,branch4191,2023-02-22 12:51:25.896017,36,True,text4191,branch4191,2023-02-22 12:51:25.896019,45,True
text4192,branch4192,2023-02-22 12:51:25.896021,16,True,text4192,branch4192,2023-02-22 12:51:25.896034,78,True
text4193,branch4193,2023-02-22 12:51:25.896037,67,True,text4193,branch4193,2023-02-22 12:51:25.896039,49,False
text4194,branch4194,2023-02-22 12:51:25.896041,21,True,text4194,branch4194,2023-02-22 12:51:25.896043,92,True
text4195,branch4195,2023-02-22 12:51:25.896045,97,True,text4195,branch4195,2023-02-22 12:51:25.896047,79,True
text4196,branch4196,2023-02-22 12:51:25.896049,59,False,text4196,branch4196,2023-02-22 12:51:25.896051,19,True
text4197,branch4197,2023-02-22 12:51:25.896053,73,False,text4197,branch4197,2023-02-22 12:51:25.896056,57,True
text4198,branch4198,2023-02-22 12:51:25.896058,13,False,text4198,branch4198,2023-02-22 12:51:25.896060,26,False
